id,Created At,Number,VC Area,Department - Label,Department - ID,Department,Short Name of Idea/Solution,Description,Attachments (optional),Is this an existing AI tool/solution?
66da36b84af5a05b0ad8199a,2024-09-05T22:54:47.946Z,108,Chief Financial Officer,,,,RPA - Robotic Process Automation,"Robotic Process Automation involves software bots and AI agents automating repetitive tasks. In an effort to increase transaction efficiency and reduce the resources required, RPA could automate tasks that aren't candidates for normal integrations or aren't likely to be prioritized by central IT resources. 

IPPS processes more than 1.3M transactions a year, and while we've automated the vast majority of them, we still have many time consuming manual processes. I can think of more than a dozen processes IPPS could automate with RPA - and imagine there are many, many more possible examples across campus. Some examples of IPPS processes we haven't been able to automate in other ways  - 1) issuing new P-Cards/Travel & Entertainment cards in the US Bank portal after the new card request in Concur is fully approved, 2) automatically reducing the P-Card/T&E Card limit for cardholders who haven't reconciled within policy requirements - and then increasing the limit if/when they do, 3) enter wire payments into the bank portal after the SNOW request form is fully approved, 4) automate the process of moving checks that haven't been cashed in 6 months to the unclaimed accounts, 5) Setting up new gift card sub-teams in Tremendous for human subject payments after the associated PO is fully approved/issued, etc.

Several other higher eds have presented on their recent successes implementing RPA - here's an example: https://s3.amazonaws.com/bee-content/beeUploadedFiles/33501097/44310b96-8e1c-4657-bb9a-8572374e8f86_StreamliningProcurementHarnessingthePowerofRoboticProcessAutomation.pdf
",,No
66da33314af5a05b0ad7f50c,2024-09-05T22:39:44.845Z,107,Chief Financial Officer,,,,AppZen for Concur Expense Report Auditing ,"Problem: Expense Reports (for travel, events, P-Card, or misc. employee reimbursement) require strict review to ensure compliance with policy and guard against fraud. Policies are complex, and expense reports typically involve after-the-fact reviews, which complicate review and can delay approvals. Pierre has challenged us to reduce the amount of manual reviews we do to only 10% of travel transactions  - and auto approve 90%. We've managed to increase out auto-approval percentage from 46% to 73% in the last FY, but struggle to find additional areas we can bypass review on without exposing the university to too much risk . 

Potential Solution: AppZen (https://www.appzen.com/expense-audit-software) is a 3rd party application that integrates with Concur and runs all expense reports against dynamic rules and uses AI (OCR, NLP) to review receipts, compare expenses across different users and transactions to prevent duplicate/fraudulent reimbursements, and more to quickly (within 15 mins) analyze the risk of each expense as low, medium, or high. Only expenses that are high risk require manual review, and over time the system learns how we typically handle different risks and learns to automate review even further. 

We've had a demo and are impressed, and are trying to learn about their pricing model.",,No
66d09fa18e485a95a37d7678,2024-08-29T16:19:44.017Z,106,Chancellor,ETHICS AND COMPLIANCE,ETHICS AND COMPLIANCE,ETHICS AND COMPLIANCE,Closed Circuit AI Assistant for Ethics & Compliance ,"TritonGPT closed circuit AI Assistant for Ethics & Compliance, to be trained on specific UC policies related to assessment and processing of misconduct allegations (UC Whistleblower Policy, Whistleblower Protection Policy, Sexual Violence & Sexual Harassment Policy, Anti-discrimination Policy, Abusive Conduct Policy, etc.).  AI Assistant would be used by the investigative staff managing high-risk investigations to ask specific questions across these policies and would be used to process time intensive investigation work.  For example, the AI Assistant would be provided investigator notes from witness interviews and could provide a witness summary for inclusion in an investigative report that references the appropriate policy language and meets the formatting/template requirements of the office. Output would need to be verified by the investigator, but the time savings is anticipated to be substantial.  This would allow investigative staff to focus on higher level skills and judgment in addressing misconduct, freeing them up from administrative and process minutiae that can be processed by AI.  

Character limitations would need to be higher than current restrictions on TritonGPT to allow for submission of larger amounts of information for summarization. Utilization would be restricted to data types and levels currently approved for use with the AI.  ",,No
66ce3dc7320ac7938569ecfc,2024-08-27T20:57:42.462Z,104,Chief Financial Officer,,,,Oracle Supplier/Payee Search Tool ,"Problem: We have 70,000 (non-employee) suppliers/payees in our supplier master. Each supplier/payee we add takes time to setup, requires maintenance, and introduces risk into the university. The ideal behavior would be to source goods/services from existing suppliers when something is needed, but there's not currently a good way to identify what the existing suppliers sell/provide.  

Idea: Create a tool that campus can use to search across all payees/suppliers in Oracle. What they sell can be sourced through past orders/payments to them by others, and NPL can help interpret what the user is looking for - even if they don't use the exact same terms. We could give weight/preference in search results to UC agreement suppliers, or local/diverse/small businesses - and even potentially pair it with information from Blink that gives additional guidance on certain high risk commodities (like events, security services, etc).  We had a similar tool pre-ESR, the Marketplace Supplier Search Tool, which was homegrown. At that time, we asked payees what they sold during registration, and used that to match potential suppliers for campus but it was too dependent on matching exact terms that suppliers vs. campus used. I feel like AI could really improve that experience, without too much effort.  ",,No
66ce3d7c320ac7938569e6e6,2024-08-27T20:56:27.459Z,103,Chief Financial Officer,,,,"Lab, Experiment, and Procurement Efficiencies: Accelerating Experiment Life Cycle for Research","This is a joint exploration between Jacob's School of Engineering's Laboratory for Emerging Intelligence and IPPS which consists of a series of related AI solutions that result in researchers being able to get from an idea for an experiment to actually performing the research more quickly. Jacobs is pursuing a financial gift from Fisher Scientific, in the aims of accelerating research. Project scope includes: 
1) Lab and Experimental Data Intelligence 
2) Lab and Procurement Analytics 
3) Lab Efficiencies and Guided Buying 
4) Virtual Lab Management ",,Yes
66ccb507efff46a5d23b1643,2024-08-26T17:01:59.060Z,102,Chief Financial Officer,,,,Guided Buying/P2P Orchestration (Oro Labs Proof of Concept) ,"We have many systems for expenses at UC San Diego, and knowing the right system and required documentation for each use case can be difficult to manage. Guided Buying, a single front door for all P2P activities that then directs users to the right place, could close this gap. Guided Buying uses a combination of AI (NPL, GenAI) to take a basic description of what someone is trying to do, and then guide them through a series of relevant questions/decision points to get them to the correct place. Fully fleshed out, it could also serve as solution for P2P Orchestration - providing not only a guide but a sophisticated piece of middleware that serves as a single intake portal and then facilitates integrations between all P2P systems to create/submit/approve/etc. various transactions. With over 1.3 million transactions taking place in the P2P space every year, the ability to consolidate and streamline these processes could lead to significant time savings and a reduction in administrative burden. ",,Yes
66bfda6cad7c76c65006053f,2024-08-16T23:02:03.901Z,101,Academic Affairs,ENROLLMENT MANAGEMENT,ENROLLMENT MANAGEMENT,ENROLLMENT MANAGEMENT,Expedite Admissions Process,"Purpose
Streamline and optimize application and transcript review processes, while maintaining or improving accuracy and fairness.

Description
A process improvement initiative has been started to streamline the application and transcript review processes. After eliminating inefficiencies, AI can be leveraged to assist in reviewing by automating validation of binary criteria (criteria met/not met) and supporting with components that require interpretation. 

Key Points
- Three review processes could benefit from AI support:​
       - Holistic review for new 1st year students​
       - Review of transfer applications​
       - Validation of existing student transcripts​
- Reviews are time-intensive and 200 external readers are hired annually to conduct these reviews​
- The number of submissions requiring review is expected to continue growing​
- An AI solution has the potential to significantly reduce time spent per review through automation and intelligent assistance​",,No
66905a58449177695e1fbb10,2024-07-11T22:19:03.375Z,92,Chief Financial Officer,HUMAN RESOURCES DEPT,HUMAN RESOURCES DEPT,HUMAN RESOURCES DEPT,Smart form using AI to streamline the process for retaining a contractor ,"We’re trying to create a smart form to help guide a requestor through the decision process to determine if an individual they want to retain is a contractor or an employee. Wayde and I were discussing the potential of AI to help with this complex process and he recommended I reach out to you. Here’s our problem statement:
 
•	When someone makes a request from Procurement for an individual to support work on campus, they need to affirmatively determine (by answering a series of questions) that the work is indeed outside the scope of work an employee would typically provide. Recent legislation has created additional ambiguity and made the decision process even more difficult to navigate effectively.
 
And our proposed solution:
•	Use AI to guide the requestor through the decision process and provide a solution with a high level of confidence.


I’m sharing a high-level decision tree as a starting point: https://lucid.app/lucidspark/invitations/accept/inv_f6a49815-6525-4d98-8c22-b75e37a744e1

Samson Blackwell
Senior Director, Talent Solutions
",,No
6647986aeba6e0195426199b,2024-05-17T17:48:25.929Z,76,Academic Affairs,RADY SCHOOL OF MANAGEMENT,RADY SCHOOL OF MANAGEMENT,RADY SCHOOL OF MANAGEMENT,Proposal for Piloting TritonGPT AI Assistants in Course Material Development and Student Support for Rady Summer MSBA Classes,See attached document.,Proposal for Piloting Instructional AI Assistants-Vincent.pdf,No
663e58039cbb67ac9fb36b91,2024-05-10T17:23:14.328Z,65,Academic Affairs,VC-ACADEMIC AFFAIRS,VC-ACADEMIC AFFAIRS,VC-ACADEMIC AFFAIRS,Equity Review assistance,Leverage AI to assist with the equity review process. Perhaps link into the Equity Module so that users can ask questions and receive interactive responses. ,,No
663e57079cbb67ac9fb3466f,2024-05-10T17:19:02.578Z,64,Academic Affairs,VC-ACADEMIC AFFAIRS,VC-ACADEMIC AFFAIRS,VC-ACADEMIC AFFAIRS,Grad Support Contract Questions,Add ASE and GSR Contract materials and support policy and process documentation to TritonGPT so that those who support graduate students may ask questions. ,,No
663e55b19cbb67ac9fb311ce,2024-05-10T17:13:20.695Z,63,Academic Affairs,VC-ACADEMIC AFFAIRS,VC-ACADEMIC AFFAIRS,VC-ACADEMIC AFFAIRS,Batch or auto approval of low-value reimbursements in Concur,"Batch or auto approval of low-value reimbursements in Concur. Even low-value transactions require multiple levels of approval in Concur. Could we either batch those low-value transactions so that they may be approved with one click and/or have AI evaluate the history of the submitter to determine which transactions are low-risk. Several business officers (Pamela Fruge, Jon Host and Jessica Kuhrt)have submitted screen recordings to Allorah as an example of the multiple clicks required to approve these low-value transactions. ",,No
663e54709cbb67ac9fb2dc0d,2024-05-10T17:07:59.346Z,62,Academic Affairs,VC-ACADEMIC AFFAIRS,VC-ACADEMIC AFFAIRS,VC-ACADEMIC AFFAIRS,Add APM and APPM to TritonGPT,"Add the APM and Academic Personnel Process Manual (APPM) to TritonGPT so that those who support faculty may have a resource to quickly find answers to policy and process questions.
APM: https://www.ucop.edu/academic-personnel-programs/academic-personnel-policy/index.html and https://adminrecords.ucsd.edu/ppm/docs/230-000.html
APPM: https://aps.ucsd.edu/tools/ap_process_manual.html ",,No
661445809055e0eaddac2b27,2024-04-08T19:29:03.382Z,50,Academic Affairs,,,,Assessment Builder,"Using TritonGPT or a similar LLM, Assessment Builder allows instructors to upload the corpus of their Canvas LMS course, and create exam and quiz assessments tailored to their course content and materials. Numerous assessment types are supported, including knowledge checks, multiple choice tests, short answer exams, and written essay prompts.  This saves instructor time, creates assessments that directly measure comprehension of course content, and helps create learning objectives for new courses.  ",,Yes
6614452421992471e9de3d86,2024-04-08T19:27:31.661Z,49,Academic Affairs,,,,AI Study Aide,"AI Study Aide can leverage UC San Diego’s lecture capture system to create class summaries, study guides, and new ways to interact with course content. TritonGPT or a similar secure LLM could train on audio and video of individual class sessions each week, plus the entire audio/video series of past courses. This content could be transformed to create summaries for both students and instructors.  Ultimately, the content could serve as a real-time AI chat bot, guiding students to learn important course concepts, and saving TA time.
",,No
661443d321992471e9de103c,2024-04-08T19:21:55.147Z,48,Academic Affairs,,,,Accessibility Enhancer,"Recognizing that routine machine auto-captioning is often subpar, Accessibility Enhancer improves lecture capture captioning and transcription accuracy to the benefit of all students. Open source AI like WhisperAI can process the recorded audio of individual class sessions each week, plus the entire audio/video series of past courses. Our pilots have shown that captioning accuracy is immediately improved with this AI treatment, and can be improved further as the AI models further ""learn"" the audio and speaking characteristics of individual instructors. ",,Yes
65cbe11be0a5b665b1c63120,2024-02-13T21:37:31.473Z,25,Health Sciences,MEDICAL EDUCATION,MEDICAL EDUCATION,MEDICAL EDUCATION,Want to be able to use AI to analyze some of our student data in a secure environment that does not leave UCSD,Initial use case would just be to use a LLM prompt to ask questions in a secure environment that does not leave UCSD. If we could ask the prompt questions with FERPA data that would be even better.,,No
65b17ead2253b1844314cc2a,2024-01-24T21:18:36.323Z,19,Chief Financial Officer,INFORMATION TECHNOLOGY SVCS,INFORMATION TECHNOLOGY SVCS,INFORMATION TECHNOLOGY SVCS,"Turn natural language question into a SQL query that can retrieve meaningful information from existing data sources, using Wolfram.","The current data querying and reporting process at UC San Diego involves querying various repositories of crucial data, including various activity hubs. The Activity Hubs are comprised of 5 primary data domains: Employee, Facilities, Financial, Research, and Student. Today application developers and analysts build variety of Staff, Faculty, and Student application / reporting solutions based on activity hubs using a variety of tools. Hundreds of people across UCSD, if not thousands, build or generate reports today. Thousands of people query structured data or are presented with structured data in many UC San Diego applications. Today people have to either submit report request to a team or someone that can write reports or build reports themselves which can extend the amount of time it takes to get the information people are looking for. An AI solution that can turn natural language questions into an SQL query will free requestors time and data/BI analysts up to solve more complex problems or build more involved reports. 
1: Using an LLM / Wolfram, turn a natural language question into a SQL query that can retrieve values and rows (Simple SQL fact retrieval)
2: Using an LLM / Wolfram, visualize, summarize, format results from a query
3: Using an LLM / Wolfram, put together data science packages that can be repeated by a suitably skilled analyst
4: Using an LLM / Wolfram, bring content and data external to the university and within Wolfram knowledge bases that may relate to analytic topics
",,Yes
65a96875c34ed39e7d964541,2024-01-18T18:05:40.941Z,14,Chancellor,CHANCELLORS OFFICE,CHANCELLORS OFFICE,CHANCELLORS OFFICE,Build arguments for legal cases using Google scholar,"Index the UC legal case settlements from Google Scholar data, use the data from successful cases to build arguments for UC San Diego legal cases. 
Note: Adding UC legal cases to the AI system has great, but unproven, potential. We may not be able to assess its value until the system was up and running and we could test it. What is involved is scraping Google Scholar to get the text of the legal cases (there is no copyright issue because the text of the cases are not owned by Google) and then training a persona of the AI on those texts. The level of effort would need to be determined in order to prioritize for implementation. ",,No
65a95eb9b3f6e527b1a58568,2024-01-18T17:24:08.462Z,13,Chief Financial Officer,REAL ESTATE,REAL ESTATE,REAL ESTATE,Real Estate Lease Agreements,"AI-driven abstraction of Real Estate Lease agreements.
To be completed by OSI/Real Estate office
Problem statement: Non-utilized talent - -  Staff reviewing contracts to pull information and format into other systems.  Lots of variation in contract formats.  System limitations in terms of input requirements (ex: character limits)
Impact and potential efficiency: 
Solution summary: Short term - find relevant data from a document to speed up identification.  User would then format and export.  Longer term - reformat that data to a format that is consumable by Tririga, and use an API to import into Tririga (or other tools)

Lucid: https://lucid.app/lucidspark/50004560-ec28-4210-bb4b-9d9660e728f7/edit?viewport_loc=-1124%2C137%2C4308%2C2084%2C0_0&invitationId=inv_b8d18ecf-6a51-49a5-9358-2dab1b633951
Promapp: https://us.promapp.com/ucsd/Process/Minimode/Permalink/ECeGAchq8AbamZ6iu5IsC",,No
65a95c66b3f6e527b1a57f53,2024-01-18T17:14:14.047Z,12,Research Affairs,CONTRACTS & GRANTS ADMIN,CONTRACTS & GRANTS ADMIN,CONTRACTS & GRANTS ADMIN,Risk-based Review of Proposals,"A Data-Driven Approach to Streamline Proposal Review Processes for Enhanced Efficiency and Compliance. The ""RiskScore Proposals"" project aims to leverage data science methodologies to streamline the proposal review process, focusing on improving compliance, efficiency, and overall satisfaction among staff and customers (PIs and Department Administrators). The project's primary focus is on assessing proposals based on their risks, allowing for a targeted approach to the review process. See attachment for problem statement, frequency, savings, data sources.",RiskScore Proposals_ A Data-Driven Approach to Streamlined Review Processes for Enhanced Efficiency and Compliance.docx,No
65a95ab7b3f6e527b1a57ae5,2024-01-18T17:07:02.690Z,11,Research Affairs,CONTRACTS & GRANTS ADMIN,CONTRACTS & GRANTS ADMIN,CONTRACTS & GRANTS ADMIN,RobinAI for Contract Review,"RobinAI for contract review in the Office of Contracts and Grants, see: https://www.robinai.com/
Problem statement:
Impact and proposed outcome:
Solution summary:",,Yes
65a95805b3f6e527b1a56cdf,2024-01-18T16:55:33.021Z,10,Chief Financial Officer,BUSINESS AND FINANCIAL SERV.,BUSINESS AND FINANCIAL SERV.,BUSINESS AND FINANCIAL SERV.,TritonGPT for GASB 96 Review,"GASB 96 provides a framework for assessing whether a subscription-based information technology arrangement falls within its scope. The evaluation involves considering the nature of the arrangement and whether it meets certain control criteria. This process occurs monthly once list of new POs received. It is a highly manual process. Failure to correctly flag contracts could result in an audit, corrections, and a deeper dive to see if other contracts were missed. During the assessment 94 contracts were reviewed, 4 were GSB 96 compliant contracts, the average time to review (process and wait time) was 1-2.5 hours, 1.5 FTE are needed for contract compliance. GenAI can be used to: 1) revew contract PDF and PNG files to extract needed text; 2) accurately calculate and categorize relevant expenses throughout contract; 3) review large contracts; 4) ensure security. More information https://ucsdcloud.sharepoint.com/:p:/s/SITeam/ES5JSVLbB-ROgWAsoQh6TJ8BGNCn5v-LrgGCEuMbxbVCcA?e=zzoflD (also in attachment).

Lucid capture of elements needed to be determined as part of the assessment for GASB96: https://lucid.app/lucidspark/48e2ebf3-2c4a-45ee-b0f7-06ecd21fe513/edit?viewport_loc=-88%2C-58%2C1973%2C1537%2C0_0&invitationId=inv_fdb87eba-4e03-4d7e-9123-71c771e6b5d8",TritonGPT_MicroProject_ProcessImprovement_BFS.html,No
65a71a1eb15c9587ffd01e13,2024-01-17T00:06:53.713Z,9,Student Affairs,INTERNATIONAL STUDIES PROGRAM,INTERNATIONAL STUDIES PROGRAM,INTERNATIONAL STUDIES PROGRAM,International Students Program Office Assistant (ISPO Assistant) using RoBERTa,"The ISPO Assistant leverages the RoBERTa technology and provides efficient document processing within the International Students & Programs Office(ISPO), provides a support system for International students, and addresses concerns related to their academic and visa issues. Specifically, it simplifies the process and turn-around time for international students pursuing work/study internships through a sponsored employer. The current process includes hours of manual review of supporting documents and approvals, the proposed solution uses Generative AI to scan documents to highlight text from employers about their hiring of International students in work-study programs. The solution will alleviate staff in VCSA in the ISPO office from having to read these documents and develop reports for visa reporting for students. The initial proof of concept resulted in 94% accuracy and processed 200 documents in 30 seconds. Reduced 4hrs of work to 2 mins and students get their approvals in 1 day vs. 1 week. More information: recorded presentation starts at the 6-minute mark: https://mediaspace.ucsd.edu/media/AI+Use+Case+Community+7-14-2023/1_vvaxmsui",ersp_ispo.pptx,Yes
65a71939b15c9587ffd00ba8,2024-01-17T00:03:04.866Z,8,Chief Financial Officer,BUSINESS AND FINANCIAL SERV.,BUSINESS AND FINANCIAL SERV.,BUSINESS AND FINANCIAL SERV.,Fund Manager Coach,"Fund Manager Coach is built on TritonGPT and recognizing the crucial role of Fund Managers in overseeing grants and managing departmental finances, this assistant will enhance their understanding of UC San Diego's financial policies and procedures. Fund Manager Coach is trained on documentation that supports how to develop budgets for research proposals, advising faculty on federal grant guidelines, reviewing and approving financial transactions, managing payroll, ensuring that federal guidelines are being followed during the course of grant spending, and other financial duties. More information: https://blink.ucsd.edu/technology/ai/tritongpt/index.html",,Yes
65a70155b15c9587ffcdc78f,2024-01-16T22:21:08.531Z,7,Chief Financial Officer,HUMAN RESOURCES DEPT,HUMAN RESOURCES DEPT,HUMAN RESOURCES DEPT,Job Description Helper (JDHelper),"Job Description Helper is built on top of TritonGPT, and is engineered to streamline the job description creation process for hiring managers. Leveraging over 1,300 career tracks job standard templates, it uses a pre-defined flow that engages hiring managers in a dialogue, capturing the specific requirements of the job. The AI then crafts language that not only complies with established job card standards but also accurately reflects the unique characteristics of the position. This feature significantly reduces the time and effort involved in drafting job descriptions, ensuring they are both precise and tailored to the individual needs of the role. More information: https://blink.ucsd.edu/technology/ai/tritongpt/index.html",,Yes
65a6f9e2b15c9587ffcc8db1,2024-01-16T21:49:21.586Z,6,Chief Financial Officer,INFORMATION TECHNOLOGY SVCS,INFORMATION TECHNOLOGY SVCS,INFORMATION TECHNOLOGY SVCS,TritonGPT - UC San Diego's overall chat assistant,"TritonGPT is a generative AI solution built on an advanced open-source large language model (LLM) that is capable of answering a wide range of questions about UC San Diego. It can help users navigate UC San Diego's policies, procedures, and campus life. It can be used as a personal assistant as follows:.

* Ask UC San Diego Related Questions: Pose questions like ""What is the policy on employee travel reimbursement?"" or ""What are some good restaurants on campus?"" TritonGPT will provide detailed and relevant information.
* Content Generation: Need help with content creation? Try commands like ""Generate an outline for a presentation slide deck based on <insert topic>"" or Produce an email to thank my employees for <insert what you are thankful for>.
* Document Summarization: Copy and paste documents or articles related to UC San Diego, then ask TritonGPT to summarize the content. It's a time-saving feature for extracting key information.
* Content Editing: Utilize TritonGPT for editing and refining content related to UC San Diego. It's a valuable tool for polishing emails, reports, or any written material.
* Seek feedback and suggestions: TritonGPT can provide feedback and suggestions to help you improve your work processes and procedures. You can ask questions like ""What are some ways I can improve my communication skills in the workplace?"" or ""Are there any suggestions for streamlining our team's workflow?""
* Ask for Recommendations: Seeking recommendations for UC San Diego events, study spots, or local hangouts? TritonGPT has you covered.

More information about TritonGPT: https://blink.ucsd.edu/technology/ai/tritongpt/index.html",,Yes
